full_text,Label,predicted_label
"['prioritas', 'gembel', 'ga', 'becus', 'masa', 'aku', 'nomer']",NoBully,NoBully
"['ayo', 'yang', 'mau', 'ngerasain', 'jadi', 'gembel', 'aku', 'kapan', 'lagi', 'kan', 'bisa', 'ngerasa', 'se', 'bebas', 'itu', '馃槍馃馃徏']",Bully,Bully
"['gapapa', 'gembel', 'wkwkw']",NoBully,NoBully
"['bisanya', 'ya', 'lu', 'pas', 'lg', 'pake', 'baju', 'ini', 'kelakuannya', 'tetep', 'gembell馃槱馃槱']",Bully,Bully
"['ih', 'apaansi', 'kok', 'ig', 'jd', 'gembel', 'masa', 'banyak', 'lagu', 'yg', 'ilang', 'idi', 'mana', 'first', 'sm', 'seccond', 'kocak馃枙馃徔馃枙馃徔馃枙馃徔馃枙馃徔']",NoBully,NoBully
"['wkwkwkwk', 'kasiaan', 'banget', 'elu', 'gembel', '馃お']",Bully,Bully
['beli'],NoBully,NoBully
"['gembel', 'bgt', 'harusnya', 'notgood', 'product', 'malah', 'dilolosin']",Bully,Bully
"['bintang', 'dah', 'buat', 'apk', 'polri', 'sm', 'jkn', 'gak', 'singkron', 'sm', 'klinik', 'sm', 'polseknya', 'dah', 'gembel']",NoBully,NoBully
"['gembel', 'banyak', 'gaya']",NoBully,Bully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'look', 'nya', 'kaya', 'gembel']",Bully,Bully
"['kurnag', 'gembel', 'kh', 'kack', 'bjunyah']",NoBully,NoBully
"['bjir', 'aku', 'update', 'igs', 'pake', 'foto', 'yang', 'cakep', 'mamaku', 'malah', 'update', 'story', 'wa', 'pake', 'fotoku', 'yang', 'kek', 'gembel', '馃槶']",NoBully,NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'kayak', 'gembel']",Bully,Bully
"['wew', 'gembel']",NoBully,NoBully
['bawah'],NoBully,NoBully
"['skala', 'mau', 'sm', 'ganiar', 'kek', 'mau', 'sm', 'januar', 'kek', 'ikhlas', 'lahir', 'batin', 'gue', 'anjrittr', 'gk', 'ikhlas', 'klo', 'sm', 'jendral', 'bodo', 'amat', 'anjng', 'lo', 'brdua', 'ye', 'jendral', 'maddie', 'kena', 'karma', 'lo', 'minimal', 'lo', 'maddie', 'jdi', 'gembel', 'trus', 'lo', 'ye', 'jendral', 'ngemis', 'cinta', 'ny', 'si', 'skala', 'dah']",NoBully,NoBully
"['makin', 'banyak', 'matkul', 'makin', 'kek', 'gembel']",NoBully,NoBully
"['ih', 'gembel', 'seblak', 'di', 'area', 'aku', 'enak', 'enak', 'ndak', 'ada', 'yang', 'amis', 'ahay']",NoBully,NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'gembel']",Bully,Bully
"['jadi', 'inget', 'ada', 'yang', 'bilag', 'dia', 'gembel', 'laah', 'gembel', 'apaaan', 'make', 'produknya', 'aja', 'cenneeeel', 'ceuunaah', '馃槶馃槶馃槶馃ぃ馃ぃ馃ぃ']",NoBully,NoBully
"['dih', 'jangan', 'mau', 'sm', 'klub', 'gembel']",Bully,Bully
"['bad', 'ren', 'di', 'buat', 'kesel', 'sama', 'jaringan', 'gembel']",NoBully,NoBully
"['aku', 'kalo', 'dirumah', 'jadi', 'gembel', 'baju', 'robek', 'aj', 'aku', 'pake', 'karena', 'semakin', 'gembel', 'semakin', 'nyaman馃槱馃']",NoBully,NoBully
"['sikat', 'ajalah', 'bule', 'gembel']",NoBully,NoBully
"['kalo', 'gue', 'yang', 'make', 'nya', 'mah', 'udah', 'dikatain', 'gembel']",NoBully,NoBully
"['lucu', 'banget', 'gembel']",NoBully,NoBully
"['ak', 'prnah', 'coba', 'outfit', 'gini', 'kya', 'gembel']",NoBully,NoBully
"['akhirnya', 'kita', 'udah', 'gembel']",NoBully,Bully
"['fans', 'no', 'nya', 'gembel']",NoBully,NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'looknya', 'kayak', 'gembel']",Bully,Bully
"['yah', 'gembel', 'bgt', 'x', 'qm馃馃徎']",NoBully,NoBully
"['gembel', 'cek', 'tele', 'dulu', 'aja', 'cepet']",NoBully,NoBully
"['sinyal', 'nya', 'gembel']",NoBully,NoBully
"['mumet', 'gembel', 'tai', 'lah', 'bodo', 'amat']",NoBully,NoBully
"['chat', 'an', 'ajja', 'limit', 'gembel']",NoBully,NoBully
"['jakarta', 'gembel']",NoBully,NoBully
"['dua', 'kucing', 'ku', 'happy', 'terus', 'ya', 'gapapa', 'dah', 'dikatain', 'gembel', 'sama', 'kuli', 'juga', 'aku', 'tetap', 'cintaaa馃']",NoBully,NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'gembel']",Bully,Bully
"['beda', 'server', 'kak', 'dukun', 'kita', 'pake', 'server', 'lokal']",Bully,Bully
"['jinnya', 'ndak', 'bisa', 'basa', 'belanda']",NoBully,NoBully
"['iya', 'bang', 'wkwk', 'gimana', 'orangorang', 'dulu', 'berburu', 'gimana', 'budaya', 'bercocok', 'tanam', 'mulai', 'masuk', 'pada', 'jaman', 'praaksara']",NoBully,NoBully
"['repot', 'karena', 'hasil', 'ngarang']",Bully,Bully
"['hari', 'gini', 'percaya', 'kayak', 'gini', 'hadeh', 'berarti', 'iman', 'kalian', 'lemah']",NoBully,NoBully
"['sumbawa', 'ðÿ']",NoBully,NoBully
"['cukup', 'bagus', 'tapi', 'pocong', 'nya', 'lebih', 'mirip', 'alien', 'btw', 'akting', 'iwa', 'k', 'sebagai', 'walisdi', 'dukun', 'santet', 'itu', 'bagus', 'bgt', 'meski', 'minim', 'dialog']",Bully,Bully
"['dg', 'supranatural', 'memori', 'bendamakhluk', 'bisa', 'di', 'gali', 'memorinya', 'dan', 'paling', 'ngeri', 'adalah', 'kena', 'genjutsu', 'saat', 'scan', 'memori']",NoBully,NoBully
"['nunggu', 'ada', 'disini']",NoBully,Bully
"['jogja', 'ayo', 'nobar', 'ciwi', 'ciwi']",NoBully,NoBully
"['wkwkwk', 'halo', 'sean', 'nonton', 'niji', 'id', 'juga', 'kah']",NoBully,NoBully
"['kemarin', 'malem', 'jg', 'baru', 'nonton', 'emg', 'bagus', 'sih', 'menurut', 'gue']",NoBully,NoBully
"['plat', 'mobil', 'itu', 'ada', 'hubungannya', 'sama', 'sekolahan', 'ga', 'mind']",NoBully,NoBully
"['wkwkw', 'pocong', 'gundulnya', 'kocak', 'si']",Bully,Bully
"['ðÿðÿðÿ', 'tulangnya', 'twerking']",Bully,Bully
"['jujur', 'lebih', 'takut', 'liat', 'film', 'horor', 'indo', 'ketimbang', 'horo', 'luar', 'negeri', 'setan', 'indo', 'ril', 'bgt', 'cuy']",NoBully,NoBully
"['knp', 'sih', 'klo', 'dukun', 'itu', 'beneran', 'sakti', 'kog', 'gak', 'nyantet', 'gubernur', 'jenderal', 'belanda', 'ajabuat', 'ngusir', 'penjajah']",Bully,Bully
"['polusi', 'udara', 'cuma', 'ilusi', 'bagaimana', 'jika', 'polusi', 'otak', 'setan']",NoBully,NoBully
"['tdnya', 'wa', 'doang', 'error', 'gada', 'notif', 'skrng', 'semua', 'sosmed', 'gua', 'setan', 'lem', 'biru', 'nokia', 'ah']",NoBully,NoBully
"['soalnya', 'nama', 'km', 'sean', 'tipis', 'tipis', 'sama', 'bahasa', 'inggrisnya', 'laut', 'sea']",Bully,Bully
"['kak', 'tulangnya', 'kenapa', 'kak']",Bully,Bully
"['ih', 'kak', 'kamu', 'lebih', 'gemessðÿâ', 'nice', 'to', 'meet', 'yoult', 'betah', 'betah', 'ya']",NoBully,NoBully
"['gitu', 'ya', 'terimakasih', 'infonya']",NoBully,NoBully
"['harusnya', 'iya', 'sih']",NoBully,Bully
"['oh', 'gitu']",NoBully,Bully
"['smbw', 'tu', 'mnðÿ']",NoBully,NoBully
"['smbw', 'lah']",NoBully,NoBully
"['brgkt', 'kmn']",NoBully,NoBully
"['sebelum', 'brgkt', 'mari', 'kita', 'liat', 'ini', 'gsih']",NoBully,NoBully
"['bisa', 'gak', 'sih', 'menggali', 'info', 'dari', 'jaman', 'sebelum', 'hindubuddha', 'dari', 'zaman', 'ora', 'aksara', 'zaman', 'batu', 'dari', 'kjokkenmoddinger', 'lebih', 'seru', 'itu', 'drpd', 'cerita', 'tentang', 'perang', 'antardukun', 'peristiwa', 'pembunuha', 'dl']",NoBully,NoBully
"['pedes', 'bat', 'setan']",NoBully,NoBully
"['iwa', 'k', 'cocok', 'bgt', 'jdi', 'antagonis', 'disiniðÿðÿðÿðÿðÿ', 'film', 'nya', 'personally', 'sih', 'acting', 'iwa', 'k', 'ðÿðÿ']",NoBully,NoBully
"['malem', 'sean', 'ak', 'blom', 'mam', 'h', 'hbu']",NoBully,NoBully
"['itu', 'masuk', 'minor', 'atau', 'sudah', 'legal']",NoBully,NoBully
"['ih', 'babi']",NoBully,NoBully
['hmu'],NoBully,NoBully
"['makan', 'apa', 'itu']",NoBully,Bully
"['kok', 'mie', 'sih']",NoBully,NoBully
"['semoga', 'pas', 'kita', 'ke', 'solo', 'lagi', 'ini', 'masih', 'tayang', 'ya', 'sayaang', 'âï']",NoBully,NoBully
"['nasi', 'padangðÿðÿ', 'mam', 'dulu', 'se']",NoBully,NoBully
"['makan', 'dong']",NoBully,NoBully
"['mam', 'laah']",NoBully,NoBully
"['kok', 'belum', 'aku', 'sudah']",NoBully,NoBully
"['mamam', 'dong']",NoBully,NoBully
['sudahðÿ'],NoBully,NoBully
"['makan', 'apa']",NoBully,Bully
"['mam', 'dong', 'd']",NoBully,NoBully
"['sudah', 'met', 'istirahat', 'au']",NoBully,NoBully
"['udaaah', 'nasi', 'padangðÿ']",NoBully,NoBully
"['makan', 'dong']",NoBully,NoBully
"['dak', 'dek', 'dak', 'dekðÿ', 'ðÿ', 'ðÿ', 'ðÿ']",NoBully,NoBully
"['kakak', 'jangan', 'mau', 'lahir', 'di', 'indo', 'ya']",NoBully,NoBully
"['closingan', 'jembot']",NoBully,NoBully
"['met', 'maleeem', 'udah', 'pada', 'makan', 'belum']",NoBully,NoBully
"['dijalan', 'sidi', 'ya']",NoBully,NoBully
"['ojo', 'langsung', 'dipangan', 'ben', 'didilati', 'sik', 'sak', 'awak', 'cuk', 'gae', 'ngakak', 'wae', 'ðÿðÿ']",NoBully,NoBully
"['wkwkwkwk', 'siap', 'soang']",NoBully,NoBully
"['kan', 'ada', 'soang', 'yg', 'mau', 'bacain']",NoBully,NoBully
"['iya', 'jg', 'wkwkwk']",NoBully,NoBully
"['wkwkwk', 'misuh', 'pake', 'hangeul', 'aja', 'kali', 'ya', 'asu', 'kalian', 'jancuuuk', 'anak', 'setan', 'tai', 'babi', 'ðÿðÿðÿ']",NoBully,NoBully
"['kak', 'mau']",NoBully,Bully
"['iya', 'kak', 'ampun', 'kak']",NoBully,NoBully
"['lah', 'geblek', 'napa', 'di', 'rt', 'ketauan', 'ntar']",NoBully,NoBully
"['temen', 'u', 'wkwkwk', 'geblek', 'bgt', 'ya', 'allah', 'capek']",NoBully,NoBully
"['seharusnya', 'memang', 'begitu', 'eh', 'ini', 'kok', 'cuma', 'demi', 'nasbung', 'menyedihkan', 'klo', 'dibilang', 'demi', 'surga', 'jalannya', 'lewat', 'mana', 'mereka', 'juga', 'gak', 'tau', 'kan', 'geblek']",NoBully,NoBully
"['geblek', 'emang']",NoBully,Bully
"['sksksjjsjs', 'geblek']",NoBully,NoBully
"['geblek', 'lah']",NoBully,Bully
"['geblek', 'wkwkw']",NoBully,Bully
['geblek'],Bully,Bully
"['fix', 'lu', 'yang', 'geblek', 'udah', 'tau', 'sakit', 'masih', 'aja']",NoBully,NoBully
"['seungcheol', 'anak', 'kedua', 'geblek']",Bully,Bully
"['geblek', 'w', 'lupa', 'blom', 'hide', 'w', 'lupa', 'kl', 'lg', 'hub', 'tamu', 'undangan', 'mana', 'alay', 'bgt', 'w', 'bkin', 'story', 'wasaf']",NoBully,NoBully
['geblek'],Bully,Bully
"['lah', 'buset', 'udah', 'keren', 'lu', 'ngomong', 'begitu', 'secakep', 'apa', 'sampe', 'lu', 'bilang', 'harus', 'diubah', 'mukanya', 'geblek']",NoBully,NoBully
"['iya', 'wkwkwkw', 'geblek']",NoBully,NoBully
"['wkwkwk', 'geblek']",NoBully,Bully
"['wkwkwk', 'geblek']",Bully,Bully
"['emon', 'redflag', 'bgt', 'lu', 'njissskasian', 'anya', 'geblekkyuk', 'bisa', 'yuk', 'nya']",Bully,Bully
['geblek'],NoBully,Bully
"['geblek', 'pari']",Bully,Bully
"['awokwokw', 'geblek']",NoBully,NoBully
"['geblek', 'ngapain', 'luh']",NoBully,Bully
['geblek'],Bully,Bully
['geblek'],Bully,Bully
['geblek'],Bully,Bully
['geblek'],NoBully,Bully
['geblek'],Bully,Bully
"['tiap', 'ke', 'kulon', 'progo', 'pasti', 'dibawain', 'geblek', 'baliknya', 'sama', 'embah']",NoBully,NoBully
"['se', 'kira', 'bt', 'biasa', 'sah', 'kah', 'seng', 'anj', 'bt', 'gila', 'geblek']",NoBully,NoBully
"['geblek', 'bat', 'se', 'ruangan', 'ama', 'nenek', 'lampir']",Bully,Bully
"['ancen', 'geblek', 'wong', 'dot', 'wkwkwk', 'aku', 'tau', 'berdebat', 'karo', 'wong', 'ngene', 'raono', 'gunane', 'akhire', 'wong', 'koyok', 'ngene', 'tak', 'manfaatno', 'nggo', 'engagement', 'impression', 'nek', 'aku']",NoBully,NoBully
"['elu', 'yang', 'ngasih', 'pertanyaan', 'geblek', 'kalo', 'dad', 'mah', 'morgan', 'tampangnya', 'kek', 'daddy', 'daddy']",NoBully,NoBully
['geblek'],Bully,Bully
"['geblek', 'ni', 'orang', 'kalo', 'dh', 'lucu', 'tuh', 'kebangetan', 'bngt']",NoBully,NoBully
"['ngakak', 'geblek', 'praktekin', 'gih']",NoBully,NoBully
"['jason', 'nya', 'hadas', 'besar', 'geblek']",NoBully,NoBully
['geblek'],Bully,Bully
"['wkwkwk', 'geblek']",Bully,Bully
"['yeu', 'geblek']",NoBully,NoBully
"['ada', 'aja', 'si', 'geblek', 'emang', 'kelakuannya']",NoBully,Bully
"['geblek', 'kwjakwjskwj']",Bully,Bully
"['akun', 'bot', 'koplak', 'vote', 'dah', 'rampung', 'baru', 'up', 'geblek']",Bully,Bully
"['si', 'geblek', 'salah', 'nomor', 'kartu', 'emoney', 'buat', 'top', 'up', 'mana', 'gue', 'gatau', 'lagi', 'itu', 'kartu', 'siapa', 'ga', 'bisa', 'minta', 'dibarterin', 'kan', 'kalo', 'ga', 'kenal']",Bully,Bully
"['geblek', 'bgt', 'gueelg', 'ngisi', 'gform', 'malah', 'ngetik', 'usn', 'ig', 'untung', 'bisa', 'di', 'edit']",NoBully,NoBully
"['dwiki', 'geblek']",NoBully,NoBully
"['stres', 'lu', 'ya', 'dari', 'typingnya', 'cewe', 'lu', 'tuh', 'baik', 'pengertian', 'sm', 'tulus', 'sm', 'lu', 'gitu', 'dasar', 'geblek']",NoBully,NoBully
"['gak', 'jelas', 'juga', 'ini', 'yg', 'ngontrak', 'gaada', 'ngomong', 'apa', 'kalo', 'listrik', 'mau', 'abis', 'malah', 'dimatiin', 'suaranya', 'geblek', 'juga']",NoBully,NoBully
['geblek'],NoBully,Bully
"['hwasa', 'geblek', 'pdhal', 'konser', 'di', 'kampus', 'loh', 'goblok']",NoBully,NoBully
"['wkakakkakwkwkw', 'geblek']",NoBully,NoBully
"['kwkwkwkkw', 'speed', 'geblek']",NoBully,NoBully
"['geblek', 'di', 'hujat']",Bully,Bully
"['geblek', 'wkwkwk']",NoBully,Bully
"['beberapa', 'resep', 'sayur', 'asem', 'pakai', 'terasi', 'jika', 'alasannya', 'terasi', 'make', 'sense', 'karena', 'terasi', 'dari', 'udang', 'rebon', 'lah', 'ini', 'dari', 'tamarind', 'atau', 'asam', 'jawa', 'geblek']",NoBully,NoBully
"['sama', 'gw', 'jg', 'rage', 'quit', 'ajijg', 'geblek', 'muntah']",NoBully,NoBully
"['geblek', 'ngakak', 'anjir', 'ada', 'aja', 'kelakuan']",NoBully,NoBully
"['geblek', 'anying']",NoBully,Bully
['geblek'],NoBully,Bully
"['yg', 'bener', 'aja', 'berli', 'lu', 'kebangun', 'jam', 'segini', 'buat', 'emosi', 'doang', 'audit', 'nanti', 'pagi', 'gelo', 'geblek', 'belajar', 'h']",Bully,Bully
['geblek'],Bully,Bully
"['geblek', 'wkwkwk']",NoBully,Bully
"['si', 'geblek']",NoBully,Bully
"['geblek', 'elu', 'sendiri', 'yg', 'nge', 'post', 'keren', 'mang']",NoBully,NoBully
"['geblek', 'jonghan', 'cakep', 'kyagini', 'bgt', 'buset', 'mksd', 'gw', 'dia', 'emg', 'diluar', 'kendali', 'manusia', 'cakepnya', 'tp', 'ini', 'bro']",NoBully,NoBully
"['yaallah', 'secakep', 'ini', 'dikasi', 'soju', 'geblek']",NoBully,NoBully
"['lah', 'geblek', 'ternyata', 'ngga', 'beneran', 'debut', 'aktor', 'dia', 'gue', 'udh', 'bahagia', 'bgt', 'anjeng']",NoBully,NoBully
"['geblek', 'wkejekeekek']",NoBully,NoBully
['geblek'],Bully,Bully
"['sangyeon', 'gemec', 'gitu', 'apasih', 'jumil', 'apasih', 'gblk', 'geblek', 'the', 'transition', 'tho']",Bully,Bully
"['bangsat', 'bs', 'transfer', 'ke', 'pulpen', 'gt', 'ajg', 'wanginya', 'geblek']",NoBully,NoBully
"['he', 'geblek', 'jijel', 'masuk', 'sm', 'jalur', 'saturday', 'auditions', 'yg', 'terkenal', 'sulit', 'udh', 'terbukti', 'dia', 'berbakat', 'apalagi', 'yg', 'dipertanyakan', 'aespa', 'udh', 'mau', 'thn', 'masih', 'aja', 'kesel', 'bgt']",NoBully,NoBully
"['suka', 'banget', 'kodean', 'kek', 'anak', 'bocah', 'wkwkw', 'habis', 'gue', 'entar', 'dia', 'juga', 'bikin', 'tp', 'jarang', 'chatan', 'emg', 'geblek']",NoBully,NoBully
"['geblek', 'jauh', 'jauh', 'dapet', 'orang', 'bantul']",NoBully,NoBully
['geblek'],NoBully,Bully
"['dikasik', 'kerjaaan', 'malah', 'ini', 'geblek', 'emmah']",Bully,Bully
"['jan', 'geblek', 'kon', 'iku', 'gatau', 'belajar', 'totok', 'kesalahan']",NoBully,NoBully
"['eh', 'anjing', 'nanaonan', 'acara', 'teh', 'kek', 'geblek']",NoBully,NoBully
['geblek'],NoBully,Bully
['geblek'],Bully,Bully
['geblek'],Bully,Bully
"['geblek', 'wkwk']",NoBully,Bully
"['anjir', 'sepele', 'mata', 'lu', 'wkwkwk', 'geblek', 'banget', 'ini']",NoBully,NoBully
"['si', 'geblek', 'anjg', 't']",Bully,Bully
"['pahmi', 'niat', 'bantu', 'woi', 'rafly', 'geblek']",NoBully,NoBully
"['geblek', 'rasido', 'penalty']",NoBully,NoBully
"['knp', 'ya', 'selalu', 'salah', 'satu', 'huruf', 'emg', 'bagusan', 'google', 'dl', 'drpd', 'nanya', 'hint', 'lain', 'karna', 'udh', 'tau', 'pw', 'nya', 'apa', 'tp', 'salah', 'satu', 'huruf', 'geblek']",NoBully,NoBully
['geblek'],Bully,Bully
['geblek'],NoBully,Bully
"['geblek', 'inget', 'banget', 'gua', 'hahah']",NoBully,NoBully
"['anj', 'geblek']",NoBully,NoBully
['geblek'],NoBully,Bully
"['lah', 'geblek']",NoBully,Bully
"['geblek', 'dikit', 'ga', 'ngaruh']",NoBully,NoBully
"['wong', 'geblek']",Bully,Bully
['geblek'],Bully,Bully
['geblek'],Bully,Bully
['geblek'],NoBully,Bully
"['geblek', 'buset', 'lah', 'khodam', 'nya', 'truk']",NoBully,NoBully
"['lebih', 'heboh', 'penata', 'rambutnya', 'outfitnya', 'bukan', 'elo', 'yg', 'artisnya', 'geblek']",Bully,Bully
"['dasare', 'geblek', 'pancen', 'ngono']",NoBully,NoBully
"['geblek', 'wkwkwkwk']",NoBully,Bully
"['wkwkw', 'namanya', 'il', 'it', 'member', 'label', 'pick', 'anying', 'dah', 'suka', 'aja', 'ini', 'mah', 'sapa', 'yg', 'debut', 'geblek']",NoBully,NoBully
"['saking', 'ngantuknya', 'tidur', 'di', 'lrt', 'sambil', 'baca', 'doa', 'tidur', 'geblek']",NoBully,NoBully
"['wkwkwkw', 'geblek']",NoBully,NoBully
"['song', 'of', 'the', 'bandits', 'keknya', 'nih', 'masuk', 'list', 'best', 'drama', 'ku', 'tahun', 'ini', 'deh', 'perfect', 'gila']",NoBully,NoBully
"['se', 'hace', 'el', 'loco', 'mãrale', 'lo', 'que', 'retwitteaðÿðÿââïðÿ']",NoBully,NoBully
"['gila', 'bulan', 'ini', 'jam', 'tidur', 'berantakan', 'bnget', 'ðÿ']",NoBully,NoBully
"['itâs', 'in', 'the', 'morning', 'ramai', 'gila', 'orang', 'korang', 'datang', 'pukul', 'berapa', 'doh']",NoBully,NoBully
"['i', 'pun', 'mata', 'berat', 'gila', 'tapi', 'tahan', 'ja', 'tapi', 'certain', 'time', 'terlelap', 'jugakkkðÿ', 'nasib', 'baik', 'masa', 'his', 'performance', 'tu', 'terus', 'bukak', 'mata', 'ðÿšðÿš']",NoBully,NoBully
"['nanon', 'cakep', 'pisan', 'pake', 'biru', 'ini', 'gila', 'gila']",NoBully,NoBully
"['bestnya', 'weh', 'tgk', 'sungai', 'buloh', 'cantik', 'gila']",NoBully,NoBully
"['ih', 'seru', 'bgt', 'k', 'eru', 'gila', 'pecah', 'bgt']",NoBully,NoBully
"['wah', 'gila']",NoBully,NoBully
"['huaah', 'gila', 'ga', 'nyesel', 'nonton', 'smtown', 'in', 'jakarta', 'kapan', 'lgi', 'konser', 'ngeliatnya', 'rombongan', 'sm', 'family', 'kan', 'happy', 'bgt', 'trus', 'ya', 'emg', 'keknya', 'mayoritas', 'tuh', 'nctzen', 'sama', 'elf', 'diliat', 'dri', 'warna', 'fanlight', 'nyacantik', 'ðÿ', 'tpi', 'tuuuh', 'benerâ', 'karokean', 'brg', 'nyanyi', 'kenceng', 'dri', 'az']",NoBully,NoBully
"['gila', 'deket', 'banget', 'anjt']",NoBully,NoBully
"['jk', 'side', 'profile', 'ganteng', 'bgt', 'gilaaðÿðÿ']",NoBully,NoBully
"['bisa', 'apa', 'bisa', 'gila']",NoBully,NoBully
"['gila', 'winter', 'attractive', 'banget']",NoBully,NoBully
"['d', 'is', 'coming', 'woi', 'gila']",NoBully,NoBully
"['anjir', 'dh', 'lh', 'gwe', 'bisa', 'gila']",NoBully,NoBully
"['wih', 'gila', 'ini', 'baru', 'muncul']",NoBully,NoBully
"['gila', 'jaehyun', 'ganteng', 'bgt', 'woi', 'mo', 'teriak', 'aja', 'rasanya', 'hua']",NoBully,NoBully
"['jajajaja', 'si', 'pero', 'en', 'el', 'pecho', 'lo', 'tengo', 'yo', 'gila', 'jajaja']",NoBully,NoBully
"['army', 'gila', 'gila', 'teriaknya', 'kenceng', 'banget', 'dan', 'woof', 'woof', 'jugaðÿðÿðÿ']",NoBully,NoBully
"['beneren', 'smua', 'gila', 'deh', 'klau', 'dia', 'pake', 'natural', 'hairnya', 'bikin', 'jantung', 'repooot', 'ðÿðÿ']",NoBully,NoBully
"['bakal', 'gila', 'sih', 'aku']",NoBully,NoBully
"['gila', 'bruno', 'main', 'bagus', 'banget']",NoBully,NoBully
"['gila', 'sendiri', 'ngebaca', 'bblnya', 'sonuðÿðÿœ']",NoBully,NoBully
"['aku', 'nonton', 'ini', 'pas', 'ending', 'nangis', 'bareng', 'sama', 'mamak', 'ku', 'gila', 'nyesek', 'banget']",NoBully,NoBully
"['haha', 'baru', 'stres', 'belum', 'gila']",NoBully,NoBully
"['bu', 'ketemu', 'aja', 'jangan', 'takut', 'yang', 'penting', 'ada', 'saksi', 'dr', 'sisi', 'ibu', 'mana', 'ada', 'cewe', 'yang', 'berhubungan', 'dengan', 'suami', 'orang', 'yang', 'bener', 'wkwkwkw', 'cewe', 'gila']",NoBully,NoBully
"['gila', 'racikan', 'matic', 'nya', 'ngeri']",NoBully,NoBully
"['pemenangnya', 'tetap', 'suju', 'dan', 'tvxq', 'gila', 'pecah', 'banget', 'sih', 'tadi', 'pas', 'mereka', 'tampil']",NoBully,NoBully
"['gila', 'bruno', 'volley', 'nya', 'kek', 'rvp']",NoBully,NoBully
"['bruno', 'first', 'timenya', 'gila']",NoBully,NoBully
"['gila', 'evans']",NoBully,NoBully
"['gils', 'cakep', 'bruno', 'umpan', 'evans', 'juga', 'gila']",NoBully,NoBully
"['sumpah', 'sangyeon', 'gila', 'bangeet']",NoBully,NoBully
"['wah', 'baru', 'tau', 'gila', 'mungkin', 'jes', 'sengaja', 'ngga', 'ambil', 'foto', 'dr', 'angel', 'kaya', 'ppany', 'karena', 'ada', 'billboard', 'chicago', 'ya']",NoBully,NoBully
"['nah', 'justru', 'bagus', 'soalnya', 'kita', 'juga', 'kebetulan', 'gilaaðÿ']",NoBully,NoBully
"['masih', 'aja', 'ngeles', 'si', 'monyet', 'lu', 'ga', 'sadar', 'ayat', 'yg', 'gw', 'bawa', 'ya', 'dri', 'awal', 'itu', 'ayatnya', 'lu', 'gila']",NoBully,NoBully
"['spil', 'respon', 'crush', 'mu', 'nder', 'gila', 'keren', 'bgt', 'lu', 'nder', 'semangat', 'ya']",NoBully,NoBully
"['org', 'gila', 'biarin', 'aj', 'mau', 'nykitin', 'dri', 'sndri', 'kek', 'mau', 'mati', 'kek', 'ðÿ']",Bully,Bully
"['gila', 'gila', 'saking', 'banyaknya', 'yang', 'buang', 'sampah', 'sembarangan']",NoBully,NoBully
"['gila', 'jaemin', 'badan', 'lo', 'bagus', 'banget', 'ðÿ']",NoBully,NoBully
"['cakep', 'bngt', 'anjing', 'huah', 'gila']",NoBully,NoBully
"['gila', 'tahun', 'ini', 'dying', 'fetus', 'putridity', 'cryptopsy', 'sama', 'cannibal', 'corpse', 'pada', 'ngeluarin', 'album']",NoBully,NoBully
"['takut', 'dikira', 'orang', 'gila', 'jam', 'segini', 'kelilingkeliling', 'komplek', 'kakðÿ']",NoBully,NoBully
"['sometidasa', 'la', 'gilaaðÿðÿ']",NoBully,NoBully
"['performance', 'nya', 'yg', 'paling', 'seru', 'itu', 'suju', 'sama', 'tvxq', 'sih', 'gila', 'pecah', 'bgt', 'ðÿðÿðÿðÿ']",NoBully,NoBully
"['gak', 'sia', 'gue', 'nunggu', 'arthdal', 'selama', 'thn', 'gila', 'sih', 'season', 'seru', 'semua']",NoBully,NoBully
"['udah', 'gila', 'ini', 'kayanyaðÿ']",NoBully,NoBully
"['suju', 'keren', 'bgt', 'ashajwk', 'trs', 'tvxq', 'fun', 'bgt', 'anjr', 'crowd', 'nua', 'literally', 'wayv', 'jg', 'nct', 'jg', 'trs', 'raise', 'jg', 'keren', 'banget', 'aespa', 'rv', 'jg', 'kyk', 'mereka', 'smw', 'kren', 'bgt', 'heran', 'dn', 'energi', 'nya', 'pada', 'banyak', 'bgt', 'bjir', 'banyak', 'fireworks', 'gila', 'mau', 'nonton', 'lg', 'pls', 'ðÿðÿ']",NoBully,NoBully
"['jiwa', 'pink', 'blood', 'gue', 'balik', 'lagi', 'setelah', 'nonton', 'smtownðÿ', 'gila', 'gue', 'sekangen', 'itu', 'bahkan', 'lirik', 'lagu', 'mereka', 'ada', 'beberapa', 'yang', 'masih', 'hapal', 'huhu']",NoBully,NoBully
"['iya', 'padat', 'gila', 'jadwal', 'dalam', 'seminggu', 'kali', 'main', 'keliatan', 'cris', 'sama', 'kounde', 'kelelahannya', 'ara', 'juga', 'baru', 'nyetel', 'karena', 'cedera']",NoBully,NoBully
